V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,2359.1,Bituminous,,,2012,Methane,342.5
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,214.5,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,1607.2,Bituminous,,,2012,Methane,342.5
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,146.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2656597.7
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,2626.8,Bituminous,,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,1607.2,Bituminous,,,2012,Nitrous Oxide,48.52
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,146.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,48.52
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,2626.8,Bituminous,,,2012,Carbon Dioxide,2656597.7
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,238.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,48.52
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,146.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,2359.1,Bituminous,,,2012,Nitrous Oxide,48.52
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,214.5,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2656597.7
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,2626.8,Bituminous,,,2012,Methane,342.5
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,238.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,342.5
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,238.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2656597.7
JEFFERSON,1006509,Cane Run,38.18287,-85.889364,KY,KENTUCKY,2626.8,Bituminous,,,2012,Nitrous Oxide,48.52
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,4457.5,Bituminous,,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,321.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,5548.4,Bituminous,,,2012,Carbon Dioxide,7978184.9
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,5548.4,Bituminous,,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,504.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,6262.7,Bituminous,,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,3531.6,Bituminous,,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,569.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,405.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,5548.4,Bituminous,,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,6262.7,Bituminous,,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,569.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,4457.5,Bituminous,,,2012,Carbon Dioxide,7978184.9
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,405.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,405.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,321.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7978184.9
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,504.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7978184.9
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,569.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7978184.9
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,4457.5,Bituminous,,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,405.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7978184.9
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,3531.6,Bituminous,,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,504.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,6262.7,Bituminous,,,2012,Carbon Dioxide,7978184.9
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,569.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,3531.6,Bituminous,,,2012,Nitrous Oxide,145.716
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,6262.7,Bituminous,,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,4457.5,Bituminous,,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,321.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,1028.58
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,321.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,5548.4,Bituminous,,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,504.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
JEFFERSON,1006510,Mill Creek,38.053171,-85.909964,KY,KENTUCKY,3531.6,Bituminous,,,2012,Carbon Dioxide,7978184.9
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Bituminous,,,2012,Methane,0
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Bituminous,,,2012,Carbon Dioxide,0
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Distillate Fuel Oil No. 2,,,2012,Methane,0
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Bituminous,,,2012,Biogenic Carbon dioxide,0
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,0
Woodford,1006511,Tyrone,38.03512,-84.72383,KY,KENTUCKY,0,Bituminous,,,2012,Nitrous Oxide,0
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,5900.7,Bituminous,,,2012,Nitrous Oxide,267.296
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,14501.3,Bituminous,,,2012,Biogenic Carbon dioxide,0
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,5900.7,Bituminous,,,2012,Methane,1700.97
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,7664,Bituminous,,,2012,Biogenic Carbon dioxide,0
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,2090.2,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,267.296
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,3954.9,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,11308776.1
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,3954.9,Distillate Fuel Oil No. 2,,,2012,Methane,1700.97
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,1609.3,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,267.296
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,2090.2,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,11308776.1
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,3954.9,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,267.296
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,3954.9,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,7664,Bituminous,,,2012,Carbon Dioxide,11308776.1
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,14501.3,Bituminous,,,2012,Carbon Dioxide,11308776.1
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,14501.3,Bituminous,,,2012,Nitrous Oxide,267.296
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,5900.7,Bituminous,,,2012,Biogenic Carbon dioxide,0
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,1609.3,Distillate Fuel Oil No. 2,,,2012,Methane,1700.97
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,7664,Bituminous,,,2012,Methane,1700.97
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,5900.7,Bituminous,,,2012,Carbon Dioxide,11308776.1
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,1609.3,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,7664,Bituminous,,,2012,Nitrous Oxide,267.296
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,2090.2,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,2090.2,Distillate Fuel Oil No. 2,,,2012,Methane,1700.97
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,14501.3,Bituminous,,,2012,Methane,1700.97
CARROLL,1006512,Ghent,38.749762,-85.034949,KY,KENTUCKY,1609.3,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,11308776.1
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,1041.5,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,875.7,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,875.7,Subbituminous,,,2012,Nitrous Oxide,146.074
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,1041.5,Subbituminous,,,2012,Nitrous Oxide,146.074
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,1041.5,Subbituminous,,,2012,Carbon Dioxide,8686476
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,875.7,Subbituminous,,,2012,Carbon Dioxide,8686476
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,875.7,Subbituminous,,,2012,Methane,91.3
Linn,1006539,La Cygne,38.34794,-94.64518,KS,KANSAS,1041.5,Subbituminous,,,2012,Methane,91.3
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1561.8,Bituminous,,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1561.8,Bituminous,,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1604.4,Distillate Fuel Oil No. 2,,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1604.4,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,2507.8,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,2507.8,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,52.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,59.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1561.8,Bituminous,,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,9195.2,Bituminous,,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,9195.2,Bituminous,,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,2507.8,Distillate Fuel Oil No. 2,,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,52.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,56.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,19.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,59.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,19.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,19.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,59.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1561.8,Bituminous,,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,5882.7,Bituminous,,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,52.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,56.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,425.9,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,425.9,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,5882.7,Bituminous,,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1604.4,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,1604.4,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,52.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,56.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,56.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,59.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,425.9,Distillate Fuel Oil No. 2,,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,9195.2,Bituminous,,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,2507.8,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,5882.7,Bituminous,,,2012,Biogenic Carbon dioxide,0
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,425.9,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,5882.7,Bituminous,,,2012,Nitrous Oxide,159.595
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,23.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7375843.9
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,19.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,1019.67
Trimble,1006542,Trimble County,38.580833,-85.411944,KY,KENTUCKY,9195.2,Bituminous,,,2012,Nitrous Oxide,159.595
Sullivan,1006549,Merom,39.09708,-87.41296,IN,INDIANA,673.7,Bituminous,,,2012,Carbon Dioxide,5527365.2
Sullivan,1006549,Merom,39.09708,-87.41296,IN,INDIANA,573.5,Bituminous,,,2012,Carbon Dioxide,5527365.2
Sullivan,1006549,Merom,39.09708,-87.41296,IN,INDIANA,573.5,Bituminous,,,2012,Methane,59.39
Sullivan,1006549,Merom,39.09708,-87.41296,IN,INDIANA,673.7,Bituminous,,,2012,Nitrous Oxide,95.015
Sullivan,1006549,Merom,39.09708,-87.41296,IN,INDIANA,573.5,Bituminous,,,2012,Nitrous Oxide,95.015
Sullivan,1006549,Merom,39.09708,-87.41296,IN,INDIANA,673.7,Bituminous,,,2012,Methane,59.39
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,4.683,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.519
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,6.216,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.519
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,4.683,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,4.683,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.052
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,4.683,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,28028.8
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,6.216,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,28028.8
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,6.216,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.052
Winnebago,1006554,NRG Rockford Energy Center,42.239584,-89.102055,IL,ILLINOIS,6.216,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Dona Ana,1006556,Afton Generating Station,32.1134,-106.848,NM,NEW MEXICO,76.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,3.66
Dona Ana,1006556,Afton Generating Station,32.1134,-106.848,NM,NEW MEXICO,76.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Dona Ana,1006556,Afton Generating Station,32.1134,-106.848,NM,NEW MEXICO,76.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,197091.8
Dona Ana,1006556,Afton Generating Station,32.1134,-106.848,NM,NEW MEXICO,76.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.366
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0,,,,2012,Methane,0.08
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.008
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0,,,,2012,Biogenic Carbon dioxide,0
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,3483.6
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.08
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0,,,,2012,Nitrous Oxide,0.008
Wood,1006563,Marshfield Utilities,44.66448,-90.18382,WI,WISCONSIN,0,,,,2012,Carbon Dioxide,3483.6
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,39.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.427
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,39.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,4.27
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,5.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1375868.2
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,5.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.427
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,5.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,4.27
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1375868.2
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,39.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.427
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,5.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,39.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1375868.2
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Canadian,1006566,Mustang,35.47074,-97.67227,OK,OKLAHOMA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,4.27
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,165.7,Bituminous,,,2012,Carbon Dioxide,467500.8
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,90.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,467500.8
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,90.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,12.2
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,165.7,Bituminous,,,2012,Nitrous Oxide,1.579
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,165.7,Bituminous,,,2012,Biogenic Carbon dioxide,0
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,90.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,1.579
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,165.7,Bituminous,,,2012,Methane,12.2
Chatham,1006574,Kraft,32.04296,-81.13903,GA,GEORGIA,90.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Lamb,1006577,Plant X,34.23937,-102.42601,TX,TEXAS,57.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,1.776
Lamb,1006577,Plant X,34.23937,-102.42601,TX,TEXAS,0.1,Distillate Fuel Oil No. 2,,,2012,Methane,17.75
